text,true_label,lr_pred,bert_pred,case,lr_confusion_pair,bert_confusion_pair
"Internosis Will Relocate To Greenbelt in October  Internosis Inc., an information technology company in Arlington, plans to move its headquarters to Greenbelt in October. The relocation will bring 170 jobs to Prince George's County.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
Nigeria gives Shell \$1.5 billion eco-bill The Shell oil company has been handed a \$1.5 billion bill for ecological compensation in the Niger delta by the government of Nigeria.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Carnival crowds likely to top 1m As the Notting Hill Carnival enters its final day, police say they are pleased with how it has gone so far. About 250,000 people took to the streets on Sunday - more than double the first day last year - to celebrate 40 years of the west London event.",World,World,Sports,BERT wrong / LR correct,,World -> Sports
ANOTHER VOICE Sugary drinks bad for you Many studies have linked the consumption of nondiet soda and fruit juices with added sugars to obesity and attendant risks of diabetes.,Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"Veritas Keeps Reaching into Its Wallet By acquiring KVault, which makes e-mail-archiving software, it aims to erode EMC #39;s lead and rebuild investors #39; confidence.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Semiconductor Manufacturing to Boost Capacity by Half (Update2) Semiconductor Manufacturing International Corp., China #39;s biggest supplier of made-to-order chips, said its factory capacity will rise by more than half in the second half as the company brings more plants on line.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Judge: Geico can sue Google, Overture over ads A federal judge in Virginia has ruled that a trademark infringement suit filed by the Government Employees Insurance Co. (GEICO) against Internet search giants Google Inc. and Overture Services Inc. can proceed.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
Wal-Mart Anchors Windows Media Mall The world #39;s largest software company has teamed with the world #39;s largest retailer to help kick off the latest version of Windows Media Player.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Movies in a snap: Netflix and TiVo discuss downloads Bee Staff Writer. The high-tech ground is shifting underfoot again, amid rumblings of a new Silicon Valley alliance that would let owners of TiVo Inc.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
California group sues Albertson's over privacy concerns A California-based privacy advocacy group is suing supermarket giant Albertson's over alleged privacy violations involving its pharmacy customers.,Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Storms Seem to Cure Floridians of Hurricane Amnesia The state #39;s East Coast hadn #39;t been hit by a hurricane since 1999. That, and the fact that Florida hasn #39;t had its historic share of such storms in recent decades, has led to some complacency about their effects.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Microsoft vs Sendo: It #39;s over The legal battle between UK phone manufacturer Sendo and Microsoft has been settled, the companies announced on Monday morning. Sendo had been suing Microsoft for the alleged theft of trade secrets, fraud ",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Airbus sees mobile phone use on planes by 2006 BEIJING, Sept. 17 (Xinhaunet) -- European plane maker Airbus has reported progress in plans to allow passengers to use mobile phones while in flight with a target date of 2006.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
California slashes legal fees in settlement of Microsoft case California lawyers who reached a \$1.1 billion class-action settlement with Microsoft will get less than half the legal fees they requested.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
Pen can pick some bike U-locks That U-shaped bike lock that you thought was so secure may be easy pickings for thieves who have nothing more sophisticated than a Bic pen.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"SAN FRANCISCO Mission District cyclist blew whistle on flawed lock The triumph last week of the Bic pen over expensive, state-of-the-art steel locks has panicked the bicycling community, and churned Internet rumor mills about how much the lock manufacturer knew and when the company knew it.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Oracle v. Peoplesoft: the joke is on... Opinion I thought it was a joke when Oracle first announced that it was going to try to buy PeopleSoft; or, at best, a spoiling tactic over PeopleSoft #39;s acquisition of JD Edwards.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"'Cure' a 4-Letter Word for Cancer Doctors At a time when more people are cured of cancer than ever before, fewer doctors seem willing to say so. They call the cancer undetectable, or in remission. They tell patients they can quit seeing cancer specialists. They quote statistics and say chances are slim that the disease will come back.",Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"US star slams sweet-rustlin', phone beepin' theatre crowd (AFP) AFP - Kevin Spacey, the US screen star who is spending a season working for one of London's top West End theatres, lashed out at members of the audience who rustle sweet wrappers and forget to turn off their mobile phones during performances.",Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"PeopleSoft gets closer to IBM As the threat of a hostile takeover by Oracle rumbles on, PeopleSoft has announced a \$1bn partnership with IBM. Speaking at PeopleSoft #39;s user conference in San Francisco yesterday, the company #39;s chief executive ",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"For Jobs, Brazilians Desert Their Cities A growing number of Brazilians are finding it increasingly difficult to get good jobs in big metropolitan areas like So Paulo and Rio de Janeiro, and are looking elsewhere.",Business,Business,World,BERT wrong / LR correct,,Business -> World
"Former Dot-Com Commerce One Eyes Closure Commerce One Inc., an Internet software maker valued at \$20 billion at the peak of dot-com mania, is poised to go out of business as a pauper.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"CA, Partners Move On As Kumar Faces Charges Concern over the fate of former Computer Associates International chairman and CEO Sanjay Kumar accompanied the collective sigh of relief felt by CA partners last week when federal prosecutors settled a two-year-old accounting fraud investigation with the ",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
No ticket matched all four numbers and the MegaBall in Friday #39;s &lt;b&gt;...&lt;/b&gt; No ticket matched all four numbers and the MegaBall in Friday #39;s Mega Money drawing of the Florida Lottery. The numbers drawn were 10-18-19-22; the Megaball was 6. Twelve tickets matched four of the numbers ,Business,Business,Sports,BERT wrong / LR correct,,Business -> Sports
"Kill The Poor I've been a soup van volunteer for three months plus a couple of weeks. I've also been casually mentioning this example of my beneficence in everyday conversation for about the same length of time. I use this particular phrasing, rather than ""I work on a soup van"", because what I'm trying to emphasise is that I didn't take it up lightly or gingerly. In the beginning, I didn't know exactly how it would turn out, but I did know that I wanted to be good. Between then and now, an awful lot became clear.",Sci/Tech,Sci/Tech,Sports,BERT wrong / LR correct,,Sci/Tech -> Sports
"Greek School Bus Crash Kills Seven, Injures 24  KAMMENA VOURLA, Greece (Reuters) - A bus carrying school  students and teachers to the Athens Paralympic Games collided  with a truck in central Greece on Monday killing at least seven  people and injuring 24, officials said.",World,World,Sports,BERT wrong / LR correct,,World -> Sports
"Gold Indian Coin Expected to Fetch  #36;27,000 (Reuters) Reuters - An Indian gold coin which is nearly\1,900 years old and shows one of the earliest depictions of\Buddha is to be sold at auction where it is expected to fetch\up to 15,000 pounds ( #36;27,000).",Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"PC Sales Hot For 2004, But Will Soon Cool Off PC shipments in the second quarter grew faster than any three-month period since 1999, IDC said Monday, citing the continued pent-up demand for replacement systems as the driving force behind the sales surge.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"EBay Expands PayPal Buyer Protection Up to \$1,000 PayPal, eBay Inc. #39;s (EBAY.O: Quote, Profile, Research) online payment service, will expand its US buyer protection program to cover up to \$1,000 for qualified transactions, the company said on Thursday.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Netflix, TiVo sign VoD alliance Netflix, the online DVD rental company, and TiVo yesterday said they will work together to deliver movies digitally down the wires, presumably specifically to the latter #39;s PVR equipment.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Arthritis drug withdrawn after trial A prescription painkiller used by more than 250,000 Australians to treat arthritis has been withdrawn from sale after a clinical trial found it doubled the risk of heart attack and stroke.",Business,Business,World,BERT wrong / LR correct,,Business -> World
Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased Sprint #39;s wholesale dial-up Internet access business for \$34 million in cash. Sprint is one of the largest providers of wholesale dial-up service to ISPs in North America.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Gates: US Need Not Fear Overseas Tech The United States has nothing to fear from rapidly growing technology markets in China and India, Bill Gates, chairman and chief software architect of Microsoft Corp.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
Perry OKs money for APS as more accusations arise The state #39;s Adult Protective Services agency will get an emergency infusion of \$10 million to correct the kinds of problems that have arisen in El Paso.,Business,Business,Sports,BERT wrong / LR correct,,Business -> Sports
"Ahold to Sell Spain Operations to Permira (AP) AP - The Dutch supermarket retailer Ahold, seeking to streamline global operations and reduce debt, said Sunday it will sell its holdings in Spain to Permira Funds for about  #36;849 million.",Business,Business,World,BERT wrong / LR correct,,Business -> World
"SUSAN TOMPOR: Stores turn paper into e-checks I picked up my 6-year-old son from school last week, and we drove to Wal-Mart to see the future for paper checks. We grabbed a few of life #39;s staples: some Legos, a pack of 3x5 cards to create ",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Halliburton Set for Spotlight in VP Debates (Reuters) Reuters - A name likely to come up in\Tuesday's vice presidential debate is Halliburton, the Texas\company once run by Dick Cheney that Democrats say is an\example of cronyism because of its lucrative Iraq deals.",World,World,Business,BERT wrong / LR correct,,World -> Business
"U.S. Seeks Reconciliation with Oil-Rich Venezuela  SAO PAULO, Brazil (Reuters) - The United States said on  Monday it will seek better ties with oil-rich Venezuela in the  clearest sign since President Hugo Chavez won a recall  referendum in August that Washington is looking for  reconciliation with the firebrand populist.",World,World,Business,BERT wrong / LR correct,,World -> Business
"CA to buy Netegrity for \$430 m Its biggest acquisition since 2000, marking its return to inorganic growth mode, after shelving acquisition plans due to government probes in its accounting practices.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"World ; Bigley: I want to live a simple life, the final plea World News, The nearly five-minute tape was released two days after Bigley #39;s family said it had the proof that the 62-year-old engineer from Liverpool was killed.",World,World,Sports,BERT wrong / LR correct,,World -> Sports
Amazon Leaves Jungle Business The company has no further expansion plans after buying a Chinese website. Also: Virgin joins quest for a better iPod   hellip;. PeopleSoft makes promise that Oracle will live up to   hellip;. and more.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Australia: Wallets trump war A majority of Australians oppose the Iraq war, but they turned out to be more concerned about the economy.",World,World,Business,BERT wrong / LR correct,,World -> Business
New planes fly to battle locusts The United Nations is flying six more aircraft to combat swarms of crop-devouring locusts in west Africa.,World,World,Sci/Tech,BERT wrong / LR correct,,World -> Sci/Tech
"Double dip NEW YORK - Maybe it will seem just mere whistling in the Bronx, these pledges by manager Terry Francona and general manager Theo Epstein even before Boston's 3-1 loss in Game 2 that the Red Sox would somehow find a way to overcome the possible loss of Curt Schilling for the rest of this American League Championship Series because of ...",Sports,Sports,World,BERT wrong / LR correct,,Sports -> World
Transport strike hits Netherlands Public transport grinds to a halt in the Netherlands as workers strike against the government's planned welfare cuts.,Business,Business,World,BERT wrong / LR correct,,Business -> World
"India, Russia must work together on new tech: Putin BANGALORE, DEC 5: Russian President Vladimir Putin has called upon India and Russia to work together on innovative technologies with younger generation taking the lead.",World,World,Sci/Tech,BERT wrong / LR correct,,World -> Sci/Tech
UN 'must ignore cloning ban call' The UK's Royal Society urges the UN to ignore a call by President Bush to ban all forms of human cloning.,Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"Kids Opt for Kerry in Bellwether Online Poll (Reuters) Reuters - The kids have spoken, and it's Sen.\John Kerry with a convincing victory over President Bush on",World,World,Sci/Tech,BERT wrong / LR correct,,World -> Sci/Tech
"General Assembly committee opens two-day debate on anti-cloning &lt;b&gt;...&lt;/b&gt; The UN General Assembly #39;s legal committee begins a two-day debate today that will focus on the contentious issue. There is support among member states for a treaty banning human cloning, but divisions remain ",Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"India, Russia must join hands to develop new tech: Putin Mr Vladimir V. Putin, President of the Russian Federation, Mr NR Narayana Murthy, Chief Mentor and Chairman, Infosys, and Mr Nandan Nilekani, CEO and Managing Director, at the Infosys campus in Bangalore on Sunday.",World,World,Business,BERT wrong / LR correct,,World -> Business
"Castro Appears on TV Wearing an Arm Sling Five days after falling and fracturing a knee and an arm, Cuban President Fidel Castro appeared on television on Monday with his arm in a sling to announce Cuba will end circulation of the US dollar.",World,World,Business,BERT wrong / LR correct,,World -> Business
"When Wireless Networks Merge Now that its \$41 billion takeover of AT T Wireless has been completed, Cingular will spend hundreds of millions of dollars in coming weeks on its advertising campaign.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
Gateway reports smaller net loss as restructuring continues Gateway Inc. reported a narrowed net loss in the first quarter as it continues to restructure its operations and integrate its acquisition of eMachines.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Optimism Drives Google Shares to New Highs (Reuters) Reuters - Stock of Google Inc.  powered\to new highs on Friday, buoyed by the web search leader's new\products and growth prospects, which complement its recent\strong financial results, analysts said.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Volkswagen May Be Close to Settling Its Wage Talks Volkswagen and its workers entered a critical week in their wage negotiations on Monday, with signs that a compromise was taking shape even as protests flared at factories across Germany.",World,World,Business,BERT wrong / LR correct,,World -> Business
"Calif. Voters Back  #36;3 Billion Stem Cell Measure (Reuters) Reuters - A controversial California ballot\measure that would fund a decade of stem cell research with  #36;3\billion in state money was headed for a resounding victory on\Wednesday, initial returns showed.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
Wells Fargo computers stolen Identity thieves may have obtained information on thousands of Wells Fargo mortgage and student loan customers.,Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"UK Train Line to Be Closed for Days #39; After Fatal Derailment A main rail line between London and southwest England will remain closed for a number of days #39; #39; as UK police investigate the weekend derailment of a FirstGroup Plc train, in which seven people lost their lives.",World,World,Business,BERT wrong / LR correct,,World -> Business
"Microsoft settles antitrust cases with Novell, CCIA Microsoft Corp on Monday announced antitrust settlements with Novell Inc. and the Computer and Communications Industry Association (CCIA), ending years of legal wrangling.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Alternative Energy: Ready or not? Even with a boost from higher oil prices and growing concern about global warming, the payoff on most alternative energy technologies seems a ways off.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Phoney eBay bidders fined EIGHT eBay sellers were ordered to pay nearly \$US90,000 (\$118,000) in restitution and fines after admitting they had bid on products to inflate the prices.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Microsoft Settles Novell Antitrust Suit (Reuters) Reuters - Microsoft Corp.  said\on Monday it agreed to settle antitrust lawsuits with Novell\Inc.  and an industry trade group, marking the end of a\decade-long antitrust battle.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Cisco Systems 1st-Quarter Earnings Rise (Reuters) Reuters - Cisco Systems Inc., the biggest maker\of equipment that directs data over the Internet, on Tuesday\said quarterly earnings rose 29 percent on rising demand for\its networking gear.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
U.S. Genetically Modified Corn Is Assailed A scientific panel of international experts has concluded that the unintended spread of  U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped.,Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"Microsoft signs two Indian deals Microsoft is to form multi-million pound partnerships with two Indian software firms, and is expected to double the 1,500 people it already employs in India.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"ScanSoft to acquire 3 software firms ScanSoft Inc. said it plans three acquisitions. The company will acquire Phonetic Systems Ltd., a provider of automated directory assistance and voice-based programs, for \$35 million in cash, and an additional consideration of up to \$35 million, based on the achievement of performance targets and the potential vesting of a warrant to buy 750,000 common shares. ART Advanced Recognition Technologies ...",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Google shares released for sale Employees and some investors in Google will be able to sell shares in the company as the latest ""lockup"" phase on sales ends.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"INSIDE INFO: Man Utd shares drop MAN UNITED #39;S share price has fallen by just over 2.5, less than expected after the resignation of Malcolm Glazer #39;s bankers JP Morgan.",Sports,Sports,Business,BERT wrong / LR correct,,Sports -> Business
"Study: Posture found able to communicate fear A fight breaks out, and even though people at the far side of the crowd can #39;t see what #39;s going on, they are immediately on edge.",Sci/Tech,Sci/Tech,Sports,BERT wrong / LR correct,,Sci/Tech -> Sports
Is More Aid Needed to Solve Africa's Woes? (Reuters) Reuters - American economist Jeffrey Sachs\has a novel way to tackle African poverty: Shower more aid on\the world's poorest continent.,World,World,Business,BERT wrong / LR correct,,World -> Business
"Google Shows It #39;s Only Human Shares of Google slipped after the search engine warned, for the second time in a week, that its fourth-quarter revenue growth rate is likely to slow from previous quarters.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"TheStreet.com May Be Up for Sale -- Report (Reuters) Reuters - TheStreet.com Inc. , the\financial news and commentary Web site, may be up for sale,\according to a report in Business Week, sparking a 7 percent\rise in its shares.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"No tax on Internet access until at least 2007 Consumers won #39;t have to pay a tax to log on to the Internet until at least 2007, after Congress voted Friday to renew a recently lapsed ban on Internet taxation.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
Earthquake 'redraws the map' The devastating earthquake that struck the Indian Ocean probably caused some islands to move by several metres.,Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"Will there be peace in Great Lakes region? To coordinate and cooperate or not to, that is where the rub is, and that is the key issue when it comes to answering the question whether there will be peace in the Great Lakes region.",World,World,Sci/Tech,BERT wrong / LR correct,,World -> Sci/Tech
"Blunkett gets tougher on drugs New police powers to prosecute offenders for possession if they test positive for drugs when they are arrested, even if the only drugs they have are in their bloodstream, are to be announced this week.",World,World,Sports,BERT wrong / LR correct,,World -> Sports
"Alamosa Offers to Buy AirGate (Reuters) Reuters - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Report: IBM software executive to become CA CEO Computer Associates is set to name a recently departed IBM executive as its new chief executive officer, The Wall Street Journal reported online on Monday.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"The Handbag? Total Knockoff. The Price Tag? All Too Real. It is as much a rite of the New York holiday season as sidewalk Santas or crowded Fifth Avenue sidewalks: the proliferation of hawkers selling counterfeit products like the fake Fendi handbag, the replica Rolex watch and the pirated DVD.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Arrowhead: It still is pointing the way In comparison to its contemporaries it could be termed a modern marvel, an example of how to do things right when everyone else was doing things wrong.",Sports,Sports,Sci/Tech,BERT wrong / LR correct,,Sports -> Sci/Tech
JFK killing fades in intensity WASHINGTON: The 41st anniversary of President John F Kennedy #39;s assassination passed on November 22 - a lot more quietly than earlier ones.,Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"Microsoft, EU Officials in Procedure Meeting Microsoft (Quote, Chart) and representatives of the European Union #39;s Competition Commission will sit down at the table together on Thursday, but it won #39;t be to eat.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
Ruling delayed in Peoplesoft case A crucial legal ruling in Oracle's takeover bid for Peoplesoft is delayed after a judge says he needs to hear more evidence.,Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Douglas, Fraser, and blue await you Jim McLeod has a great day job, but a seasonal sideline is his  #39; #39;tree #39; #39; calling. Throughout the year, he #39;s president and owner of a software company called InfoCode Corp.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
Forecast Frosty for U.S.-Canadian Ties   TORONTO -- The weather won't be the only thing that's cool when President Bush visits neighboring Canada next week.,World,World,Business,BERT wrong / LR correct,,World -> Business
Tax-Free Bonuses Tagged Out Some taxpayers have been dusting off an old Internal Revenue Service ruling about signing bonuses in baseball contracts and using it to justify skipping payroll taxes and income-tax withholding on signing bonuses generally.,Business,Business,Sports,BERT wrong / LR correct,,Business -> Sports
"Terms of Endearment   Seems that the Bush administration, unlike previous White Houses, is not necessarily averse to allowing its ambassadors to have second tours. For example, word is that    John     Thomas ""Tom    "" Schieffer , the Texas oilman who brought    President Bush  into the Texas Rangers baseball club partnership and who is now ambassador to Australia, is to hang out in the Pacific a while longer, this time as ambassador to Japan.",World,World,Sports,BERT wrong / LR correct,,World -> Sports
"New Game in Town: ESPN Phone ESPN will launch its own branded wireless phone service next year, the first in a series of branded cell-phone services planned by Walt Disney (DIS), which owns the cable sports channel.",Sci/Tech,Sci/Tech,Sports,BERT wrong / LR correct,,Sci/Tech -> Sports
Mutant book wins Guardian prize A book about the evolution of mutants and the science of abnormality has won the Guardian First Book Award 2004.,Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"NY School Bus Driver Fired Over Stem Cell Talk (Reuters) Reuters - A school bus driver who chatted about\stem cell research with her pupils was fired for inappropriate\behavior, a local newspaper said on Thursday.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"IBM sells PC stake to China's Lenovo China's biggest computer maker, Lenovo Group, said today it has acquired a majority stake in International Business Machines Corp.'s personal computer business for \$1.25 billion, one of the biggest Chinese overseas acquisitions ever.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"DreamWorks Moves Shrek 3 to 2007 DreamWorks announced today that it has decided to move its release of Shrek 3 from November 2006 to May, 2007.  quot;We believe there are more than a half a dozen strong release windows available annually for our ",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"Data revision shows Japan's economy grew slightly in July-September (Canadian Press) Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter ending Sept. 30 and in the April-June period it actually shrank instead of squeezing out slight growth, according to revised government data released Wednesday.",World,World,Business,BERT wrong / LR correct,,World -> Business
Siebel looks to midmarket to bolster revenues CRM software giant Siebel Systems said yesterday that it is launching a new program that will cater to small and midsize businesses in a bid to help it boost flat revenues.,Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Disney takes sides in battle for next generation DVD (AFP) AFP - Hollywood movie powerhouse Walt Disney has taken sides with Japan's Sony Corp. in a bitter battle between studios to define a technical standard for next generation DVDs, it said.",Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
"US Supreme Court to Decide Grokster Case The US Supreme Court on Friday agreed to consider whether Internet file-trading networks should be held responsible when their users copy music, movies and other protected works without permission.",Sci/Tech,Sci/Tech,Business,BERT wrong / LR correct,,Sci/Tech -> Business
"Important Rules for Phone Market Face F.C.C. Vote Next week, the FCC will likely change the rules on unbundled networks largely in ways favorable to the Regional bells.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"EA Signs Five-Year Exclusive NFL Deal Electronic Arts announced an exclusive licensing relationships with the National Football League and PLAYERS INC to develop, publish and distribute interactive football games.",Sports,Sports,Sci/Tech,BERT wrong / LR correct,,Sports -> Sci/Tech
"Briefly: Israel, Egypt and US trade pact Egypt, Israel and the United States have reached an agreement that allows Egyptian industry to sell products using Israeli parts duty free in America.",World,World,Business,BERT wrong / LR correct,,World -> Business
"Oracle chairman says can close gap with SAP - report Oracle Corp can close the gap with SAP, the world #39;s biggest software company, after buying US rival PeopleSoft, Oracle #39;s Chairman Jeff Henley said in an interview published on Wednesday.",Business,Business,Sci/Tech,BERT wrong / LR correct,,Business -> Sci/Tech
"'Nano-needle' operates on cell Scientists have performed a delicate surgical operation on a single living cell, using a needle that is just a few billionths of a metre wide.",Sci/Tech,Sci/Tech,World,BERT wrong / LR correct,,Sci/Tech -> World
Japan govt body to call for 5.7 billion dollar aid to Daiei (AFP) AFP - A Japanese government-backed organization will ask financial institutions to provide troubled retailer Daiei with 600 billion yen (5.7 billion dollars) in financial assistance.,Business,Business,World,BERT wrong / LR correct,,Business -> World
